OriginalIndex,CaseID,RunID,VB,DOC,Feed,Material,smcAC_Mean,smcAC_RMS,smcAC_Std,smcAC_PeakToPeak,smcAC_Skewness,smcAC_Kurtosis,smcAC_CrestFactor,smcAC_MeanFrequency,smcAC_MedianFrequency,smcAC_SpectralEntropy,smcAC_LowBandRatio,smcAC_MidBandRatio,smcAC_HighBandRatio,smcDC_Mean,smcDC_RMS,smcDC_Std,smcDC_PeakToPeak,smcDC_Skewness,smcDC_Kurtosis,smcDC_CrestFactor,smcDC_MeanFrequency,smcDC_MedianFrequency,smcDC_SpectralEntropy,smcDC_LowBandRatio,smcDC_MidBandRatio,smcDC_HighBandRatio,vib_table_Mean,vib_table_RMS,vib_table_Std,vib_table_PeakToPeak,vib_table_Skewness,vib_table_Kurtosis,vib_table_CrestFactor,vib_table_MeanFrequency,vib_table_MedianFrequency,vib_table_SpectralEntropy,vib_table_LowBandRatio,vib_table_MidBandRatio,vib_table_HighBandRatio,vib_spindle_Mean,vib_spindle_RMS,vib_spindle_Std,vib_spindle_PeakToPeak,vib_spindle_Skewness,vib_spindle_Kurtosis,vib_spindle_CrestFactor,vib_spindle_MeanFrequency,vib_spindle_MedianFrequency,vib_spindle_SpectralEntropy,vib_spindle_LowBandRatio,vib_spindle_MidBandRatio,vib_spindle_HighBandRatio,AE_table_Mean,AE_table_RMS,AE_table_Std,AE_table_PeakToPeak,AE_table_Skewness,AE_table_Kurtosis,AE_table_CrestFactor,AE_table_MeanFrequency,AE_table_MedianFrequency,AE_table_SpectralEntropy,AE_table_LowBandRatio,AE_table_MidBandRatio,AE_table_HighBandRatio,AE_spindle_Mean,AE_spindle_RMS,AE_spindle_Std,AE_spindle_PeakToPeak,AE_spindle_Skewness,AE_spindle_Kurtosis,AE_spindle_CrestFactor,AE_spindle_MeanFrequency,AE_spindle_MedianFrequency,AE_spindle_SpectralEntropy,AE_spindle_LowBandRatio,AE_spindle_MidBandRatio,AE_spindle_HighBandRatio
40,3,10,0.26,0.75,0.25,1,-0.154717881944444,1.53972435676588,1.53210153118107,6.044921875,-0.0100434993789646,1.64157761410459,1.99331623847953,13.0385799406384,12.451171875,0.276487767306709,0.981155991029776,0.0114504165384925,0.00739359243173136,6.05969075520833,6.06525709200475,0.259820216324635,1.3232421875,-0.653194026300601,3.3825387297648,3.8917958581378,5.67046095870289,0.244140625,0.402510078810491,0.882014464532243,0.117751568473824,0.00023396699393351,0.612878689236111,0.6215508166068,0.103477095781281,0.57373046875,0.0894113002517862,2.22488912590164,3.1453080083996,38.1408583814324,27.34375,0.549926114778359,0.211701949320801,0.587010236945393,0.201287813733807,0.29608154296875,0.29626525982231,0.0104330378764627,0.1025390625,0.643224813488436,5.06053982749461,5.30667221478186,34.3392719091469,18.06640625,0.822935843648851,0.527771867176703,0.247169749383694,0.225058383439603,0.197949083116319,0.199719850749984,0.0265393254637354,0.2154541015625,0.559902709686074,3.55051857639709,5.40206627879707,36.5410255494176,27.099609375,0.749931588709871,0.443249545444163,0.316016699995738,0.240733754560099,0.276122368706597,0.278392900218241,0.0354869587540681,0.2435302734375,0.413369760439888,3.34150091069423,4.43141280494114,28.8416488912917,13.916015625,0.705706087945165,0.627194168888397,0.20372032306796,0.169085508043642
41,3,11,0.28,0.75,0.25,1,-0.156340060763889,1.59662082139751,1.58912460627829,6.29638671875,-0.0118593281611638,1.6422293973327,1.98274983371831,13.0364810902887,12.451171875,0.273072398577667,0.983210185728931,0.00970147121522025,0.00708834305584885,6.26866427951389,6.27777980473391,0.338220117829276,1.6162109375,-0.732090157503077,3.62782285229282,3.72608082573179,3.64618606976088,0.244140625,0.327486504041548,0.917103315093967,0.0828037271722401,9.29577337930966e-05,0.793145073784722,0.800975613460554,0.111738980965848,0.6494140625,-0.0872122278656528,2.53918664396722,3.43994873084656,41.6582314218735,27.587890625,0.564467953159165,0.156622557900575,0.576076925446373,0.267300516653052,0.2668115234375,0.267015588245405,0.0104383686575657,0.087890625,0.963264063278651,4.76369952258196,5.45386123494917,29.334561410707,8.056640625,0.737847210295975,0.629165187810009,0.181382004737369,0.189452807452622,0.199759792751736,0.201249442223157,0.0244437307258501,0.1751708984375,0.432696697369939,3.29109641827105,4.13932661996834,40.2876694462578,27.34375,0.794162243439735,0.408803319279746,0.296119862387034,0.29507681833322,0.310707600911458,0.31360024850694,0.0425006352934813,0.3125,0.66673775982073,3.83672854136442,4.67397182822834,38.8694654545739,27.099609375,0.731241632535289,0.459423919477612,0.222877794791366,0.317698285731022
42,3,12,0.33,0.75,0.25,1,-0.156008572048611,1.71604493982539,1.70912863731223,6.4453125,-0.00606100560209475,1.60105917539534,1.89006499904155,13.0998664922461,12.451171875,0.267247560506715,0.986817676477677,0.00578357863748325,0.00739874488484004,6.75849717881944,6.76906536671282,0.378144944533001,1.8408203125,-0.750886573421435,3.67622764656145,3.9604904346969,4.03179564729052,0.244140625,0.337800434425945,0.884632498802922,0.115260895440185,0.000106605756892839,0.602301974826389,0.606054525552577,0.0673455784416733,0.41015625,-0.107617779523076,2.86567332112558,3.25757146430963,49.2796256615491,27.83203125,0.569559863558897,0.0987614362901652,0.49634660375344,0.404891959956395,0.260599229600694,0.26080902106654,0.0104599863688621,0.089111328125,1.24262347059617,5.97839894169295,6.17354104426439,31.2797049178657,10.986328125,0.735611067025293,0.573636221535799,0.220783749507664,0.205580028956537,0.225226779513889,0.227098996820861,0.0291039581163534,0.238037109375,0.506255093155301,3.59307164946571,5.06454448530978,41.5361041911271,27.34375,0.813409068838056,0.384633523524569,0.275405941317746,0.339960535157685,0.299217529296875,0.301166512138798,0.0342110842247091,0.240478515625,0.612533271667643,3.63006089984361,4.51542829359522,30.3840485046798,13.916015625,0.816692473398553,0.579543562904662,0.191303603675328,0.22915283342001
43,3,14,0.36,0.75,0.25,1,-0.155290256076389,1.70535042593492,1.6984540224232,6.26953125,-0.0097214416487005,1.58726049147954,1.8516539147765,13.0800246107606,12.451171875,0.265643461927368,0.987279842599604,0.00538610343986114,0.00733405396053503,6.71399848090278,6.71911721539498,0.262251475060736,1.4208984375,-0.41717471859058,3.57527511862122,3.85365712912796,4.04108715107913,0.244140625,0.356652858244938,0.883538009179521,0.116347708468796,0.000114282351683175,0.553560655381944,0.556216595155066,0.0542969307137763,0.37109375,0.0999359680964756,2.88583135115767,3.61874720949581,48.3068381437855,40.52734375,0.611179388928279,0.240002938131527,0.334702342971514,0.425294718896959,0.235376247829861,0.235541293681023,0.0088170438401663,0.047607421875,0.0399072485386859,3.14915576274148,4.26447031865247,40.4738763723117,27.34375,0.883920529534298,0.414112412605743,0.298311155258433,0.287576432135824,0.222648383246528,0.224213235900279,0.0264467014773101,0.230712890625,0.499815946726533,3.63233758799248,5.75975333588483,38.3625124525826,27.099609375,0.813615911186627,0.446776631352161,0.258478769281722,0.294744599366117,0.4079248046875,0.413750631015625,0.0691953928164563,0.5523681640625,0.884845909503034,4.21610232580481,5.62529151778363,35.0711458278311,13.916015625,0.748040819373849,0.571785002074267,0.0947925792026889,0.333422418723044
44,3,15,0.44,0.75,0.25,1,-0.155955946180556,1.84744867077731,1.84105881375007,7.09716796875,-0.0111514531481534,1.60453102903143,1.93917778547368,13.1594687310001,12.451171875,0.271324144156809,0.988674697738772,0.00446921285572789,0.00685608940550054,7.27979383680556,7.30093519514433,0.555270145025894,2.48046875,-0.734171563160697,3.08430061131702,3.4697736153109,2.03695811677044,0.244140625,0.282081182094514,0.943166513106974,0.0559475960465185,0.000885890846507641,0.677554796006944,0.6821792558471,0.0793059466112499,0.46630859375,0.13112873575819,2.39775320753229,3.18631944692007,41.5083197919599,27.34375,0.590632851029941,0.350899157440404,0.338835817071751,0.310265025487844,0.261473795572917,0.261748694609405,0.0119943873746542,0.108642578125,1.40696424187778,6.27145388927858,7.02534717004138,28.9551376502704,10.498046875,0.739281813498533,0.617640772685529,0.200492006667398,0.181867220647073,0.252263047960069,0.254670984744253,0.0349419006882642,0.262451171875,0.84650887024895,4.27393785097547,5.23547432798402,34.5931459807856,14.892578125,0.782105099041798,0.525477224391998,0.183346453083033,0.29117632252497,0.333856879340278,0.337300002578433,0.0480769123248659,0.3607177734375,0.712958142187173,4.05125445078687,5.10561980775368,29.8620673193874,9.033203125,0.744956143457321,0.591966539064988,0.125724025203756,0.282309435731255
45,3,16,0.55,0.75,0.25,1,-0.144080946180556,2.05264829484776,2.04781288220718,7.3486328125,-0.0120988456366704,1.56700460645344,1.80110835833342,13.3271744608833,12.6953125,0.264662488452077,0.990476173766855,0.00278742193523512,0.00673640429790982,8.09765733506944,8.10526062022308,0.351031036201804,1.7236328125,-0.496551690038819,3.61348107107294,3.57732496458809,2.78763377266768,0.244140625,0.316838864617864,0.91094454961192,0.0889830947603955,7.23556276840504e-05,0.554447699652778,0.557437456972536,0.0576628621896395,0.3759765625,-0.104739076799262,2.872184891494,3.77579829046873,47.13551821304,30.029296875,0.623217398029661,0.165872962141521,0.483761853916189,0.35036518394229,0.276530219184028,0.276873030601713,0.0137751631720072,0.126953125,1.61950253065131,7.39945855564224,7.03062769318655,29.460385144932,9.27734375,0.735433118157657,0.615180691890534,0.200135939942552,0.184683368166914,0.253912489149306,0.255733882746618,0.0304708543692219,0.2178955078125,0.592598388701751,3.543901663997,4.49377352003875,37.7746389414103,24.4140625,0.828605614036689,0.481601441512132,0.197951775109332,0.320446783378536,0.335709771050347,0.338793990785993,0.0456155698158514,0.35400390625,0.803114667847039,3.99469995193689,5.33887780044125,32.5825199721745,13.671875,0.805157517942143,0.561379957873767,0.141127222864548,0.297492819261685
46,4,1,0.08,1.5,0.25,1,-0.161216905381944,1.34710510630799,1.3375719997007,5.38818359375,-0.00157502649774065,1.7042642375998,2.06030982891285,13.0637633864661,12.20703125,0.298180473892427,0.968676286429673,0.0244649327467485,0.00685878082357846,5.27879340277778,5.28818855321496,0.31511974217844,1.630859375,-0.275591377625348,2.62365618276311,3.08139137912909,4.18784087422004,2.685546875,0.425394781955096,0.95415072567283,0.045762884924065,8.63894031050177e-05,1.54596625434028,1.6336683631178,0.528131275255364,2.32177734375,-0.473260833213449,2.35841868707929,2.33985759823282,25.9488937478378,13.916015625,0.464066579111789,0.566559714153267,0.356649456591177,0.076790829255556,0.300206976996528,0.30051152133894,0.013527234884649,0.111083984375,0.648115546480914,3.69636604968058,5.33333999584642,40.63051648095,27.34375,0.871563894917313,0.384168633810056,0.360321594889175,0.255509771300768,0.184253336588542,0.189496055143634,0.0442707398172567,0.2972412109375,1.13497158487852,3.94313942969198,4.87891496861568,25.8737098346008,13.916015625,0.564213949640282,0.545018869246779,0.389630934616545,0.0653501961366762,0.234662407769097,0.242480838526297,0.061084700369491,0.3924560546875,1.06383658026254,3.66252440924858,4.61396002592538,24.7238220994135,14.16015625,0.498126698499552,0.518628176638477,0.437955301339866,0.043416522021656
47,4,2,0.13,1.5,0.25,1,-0.155739474826389,1.57009466335718,1.56252520623194,6.32568359375,-0.00485525688268246,1.72683004066033,2.05524643763557,13.1630956932163,12.451171875,0.296038846658915,0.969431696546893,0.0233679353090398,0.00720036814406784,6.159443359375,6.1710732949338,0.378728119550451,1.8798828125,-0.52040672531918,2.84957135431516,3.60087413921385,4.03893663783628,0.48828125,0.402959616199642,0.949196962193472,0.0507214230498673,8.16147566606861e-05,1.19601453993056,1.25279003728454,0.37291151857128,1.63330078125,-0.651512370667697,2.38341500838714,2.44489880690511,22.7450396002911,13.671875,0.432617481114294,0.722336240288237,0.209247306431425,0.0684164532803378,0.290301106770833,0.290644618139032,0.0141281922998399,0.128173828125,0.921366680809214,5.32631745043396,6.71246209336997,28.6119439842691,13.671875,0.746065958034681,0.649147617847525,0.194970143145083,0.155882239007392,0.191463216145833,0.193739180450784,0.029612527279778,0.1898193359375,0.160355086119169,2.69083360331515,3.6352064540817,29.5808437423159,13.916015625,0.665235464846241,0.57291993221328,0.295818875242345,0.131261192544375,0.252810194227431,0.257222907696037,0.0474460766496647,0.3094482421875,0.0426833085188219,2.52972302564464,3.76633124867843,26.0030225667264,13.916015625,0.569596073506588,0.599608234843016,0.325269551483623,0.0751222136733613
48,4,3,0.2,1.5,0.25,1,-0.155750325520833,1.59102091155784,1.58355506122193,6.1767578125,-0.006130035596842,1.67907360370984,1.95767684252424,13.201906858034,12.451171875,0.28997284580126,0.973537571900127,0.0192449178385939,0.00721751026127942,6.24789496527778,6.25680843219083,0.333893747235593,1.8115234375,-0.403333611092591,3.03606058914495,3.54901090384903,3.46811141065194,0.48828125,0.398431027629206,0.953020586770909,0.046734793888929,0.000244619340161956,1.61386338975694,1.65234815688632,0.354580498863845,1.8212890625,-0.904795655192872,3.34747384853784,2.93668452435,31.1665373468426,27.099609375,0.507653702020347,0.436992298337325,0.424669131791752,0.138338569870924,0.284167751736111,0.284549496111225,0.0147361075792963,0.12451171875,1.06629395220377,5.56961240696884,6.69628535544021,28.8151370552422,13.671875,0.75710874073628,0.631459268063879,0.195280912219022,0.173259819717099,0.197125515407986,0.199684128695522,0.0318670377740284,0.205078125,0.378256217663694,2.85226331430838,4.08619177376449,31.8562361012664,13.916015625,0.658092936878036,0.54391476236108,0.282623293695123,0.173461943943797,0.292315402560764,0.298506160508287,0.0604850913465362,0.3363037109375,0.295707010878667,2.67024483762721,3.4859740592858,26.9001714309227,14.16015625,0.551460716197336,0.515117482624622,0.407202033816334,0.0776804835590433
49,4,4,0.31,1.5,0.25,1,-0.146821831597222,1.7836913141691,1.77783588440623,6.8505859375,-0.0058522611961918,1.66289530119485,1.96828722998306,13.2410841233961,12.451171875,0.283277207997343,0.976826631405087,0.0161404075019191,0.00703296109299413,7.01062717013889,7.01955582025863,0.353975195649055,1.826171875,-0.646879178032082,3.27938727209997,3.65570902977206,4.24538153335402,0.244140625,0.396479196597035,0.927594201688372,0.072333006770136,7.27915414918383e-05,1.04245551215278,1.0606258855449,0.195505161332238,1.09130859375,-0.307104787448525,2.67404252185321,2.82909547412435,32.202049951887,27.099609375,0.516074428637893,0.40077278185814,0.430859651898405,0.168367566243455,0.290296223958333,0.290667057298477,0.0146795245293949,0.113525390625,0.824860885309518,4.29304477089447,5.22265938645419,27.7691460527051,13.18359375,0.712067352165302,0.660315008118954,0.170901329055284,0.168783662825762,0.225869683159722,0.228341661478877,0.0335119406027704,0.238037109375,0.352634288383218,3.33887352830534,4.43515664467614,31.794140326067,13.916015625,0.67802683280305,0.618853989745711,0.171713898232819,0.20943211202147,0.283163248697917,0.285997338278707,0.0401672830179144,0.23681640625,-0.137905059158436,2.56191706167772,3.39131841665832,29.1465234319609,13.916015625,0.633556429120035,0.605727944695864,0.249935147421792,0.144336907882343
50,4,5,0.35,1.5,0.25,1,-0.1538916015625,1.83523316456528,1.82897280134736,7.4462890625,-0.0072130005886113,1.68618922981885,2.05566998621252,13.285123128003,12.6953125,0.285255732704611,0.974027569045901,0.0191862902223296,0.00678614073176958,7.22395724826389,7.23040503816101,0.305318532918251,1.7236328125,-0.246371580328744,3.03156522738308,3.5099721974222,4.26340771499843,1.708984375,0.420570167711995,0.94023802312419,0.059700997379259,6.09794965515921e-05,0.841745334201389,0.860980212011172,0.180994468429949,1.1962890625,0.0736503173048677,2.55156695472253,4.06902315486722,35.7786559486614,27.099609375,0.524825306379291,0.317476755146727,0.48148580471109,0.201037440142184,0.279900444878472,0.280224349286248,0.0134709767939246,0.135498046875,1.38174852042212,7.39668138044557,7.71442086164001,33.394919198372,22.216796875,0.79008873352958,0.490647521386693,0.307386848506283,0.201965630107024,0.217180582682292,0.219272023006725,0.030216178977716,0.242919921875,0.675526305278672,4.03982603501178,5.71097007602876,39.6050727723198,22.94921875,0.729574943835256,0.488929775334103,0.201168859910169,0.309901364755728,0.346293674045139,0.351267507909795,0.0589094611478011,0.372314453125,0.345384634666295,2.88106751098479,3.75580984363648,30.7428584515067,13.916015625,0.621174951693126,0.598971611046239,0.233964586860645,0.167063802093116
51,4,6,0.4,1.5,0.25,1,-0.150461697048611,2.17540804974215,2.17043965751057,8.4375,-0.0044232583444602,1.65742220165477,1.95799135194588,13.5430537255691,12.939453125,0.286395110070412,0.979875371221371,0.0126681864540201,0.00745644232460887,8.61090603298611,8.63250900448527,0.610402983102881,3.0615234375,-0.28907347773223,2.68195153346735,3.29110668951045,2.07402355437201,0.48828125,0.377800036753913,0.968104311926994,0.031857417576256,3.82704967504011e-05,1.18592013888889,1.21290517440972,0.254453874915955,1.1474609375,-0.157643885044665,1.84778781945573,2.31999113614981,34.0257733775377,27.099609375,0.502991403089329,0.195034376562203,0.687184034978001,0.117781588459796,0.294574924045139,0.294771139937703,0.0107547555646374,0.087890625,0.547175345575621,3.94962861960863,5.2559787767444,37.5512088302379,27.099609375,0.847016257602355,0.389928380657821,0.38275463518769,0.227316984154489,0.294966498480903,0.299035198933555,0.0491665756842598,0.4193115234375,0.55995136026175,3.67007480142615,6.0568050015258,38.7285462667685,26.85546875,0.743830321009455,0.45600021857891,0.228522728082024,0.315477053339066,0.358138427734375,0.363054785903468,0.0595519289647032,0.484619140625,0.292280797630411,3.25197097883656,6.3605926092537,29.7485187071759,26.611328125,0.668351638659352,0.468601004612817,0.39857754110368,0.132821454283503
52,4,7,0.49,1.5,0.25,1,-0.1457177734375,2.28932744280563,2.28493909793259,8.99169921875,-0.0120034644806527,1.64454483465711,2.0114023242371,13.6802145558761,12.939453125,0.281983042528281,0.979785003805207,0.0125562270069016,0.00765876918789167,9.07351779513889,9.08650547889841,0.485704708217943,2.4658203125,-0.166569652026424,2.57006525378651,3.11488891745122,2.25933047693157,0.9765625,0.382840683917881,0.964414036755448,0.0355468485977164,3.91146468361603e-05,0.802092556423611,0.818729356856565,0.164229364997068,0.80810546875,-0.201442318800105,2.02030774132065,2.80631542904603,35.4897603694538,27.099609375,0.510270827138005,0.214874549971687,0.623893738867526,0.161231711160787,0.279556749131944,0.279782286150852,0.0112329737162166,0.09033203125,0.757121708367163,4.2306328571155,5.65265424089558,33.1762964686035,18.5546875,0.801812946006924,0.515448651174381,0.276672220039633,0.207879128785986,0.295364718967014,0.298918001348617,0.0459578467794875,0.3619384765625,0.551940072422464,3.61679350363715,5.31604605236803,44.742149185595,34.1796875,0.779478117726658,0.358012238909854,0.241565261794767,0.40042249929538,0.358162706163194,0.361941395762642,0.0521694804710595,0.3436279296875,0.457268258167098,3.37720028500602,4.2577883918749,36.7929954900337,26.85546875,0.763274337821898,0.445216660001999,0.276545585891285,0.278237754106716
53,9,1,0,1.5,0.5,1,-0.155778537326389,1.68203113573823,1.67498813497012,6.1474609375,-0.0110619173255337,1.5908297109991,1.83273552594534,13.1448981878782,12.451171875,0.264861648557464,0.987241405835743,0.00523906790639932,0.00751952625785712,6.64899739583333,6.65242959688468,0.213689773066228,1.103515625,-0.0341095796365982,2.21852976810299,2.57621478043703,3.82033851333303,2.44140625,0.365723926485956,0.923499900331757,0.0764155175717448,8.45820964985781e-05,2.32414876302083,2.33540553907862,0.229048505344795,1.162109375,-0.272892947076755,2.24548158237302,2.86271462777992,42.3447716351844,27.34375,0.553108943480518,0.216961705745005,0.461285166579914,0.321753127675081,0.32092529296875,0.32119847972217,0.0132460824237738,0.106201171875,0.453693406940518,3.30587949050606,4.44844883840001,34.7716462597558,27.099609375,0.75178236594345,0.393386339788727,0.402451051516712,0.204162608694561,0.194345703125,0.195216683514842,0.0184221772982748,0.1422119140625,0.440975615609946,3.66272192664222,4.77842696630569,38.2525879900285,27.34375,0.873152036893328,0.383147799001219,0.380786679504066,0.236065521494715,0.235576714409722,0.237643423192013,0.0312765982454056,0.25146484375,0.633852296484475,3.84039327200758,5.66246706173341,33.743973372288,27.34375,0.704986824007695,0.261497963770943,0.590183282604936,0.148318753624121
54,9,2,0.1,1.5,0.5,1,-0.15619140625,1.64691952864954,1.63967851515045,6.18896484375,-0.0120132885337025,1.58702892749966,1.9107591336812,13.175869578349,12.451171875,0.265172712276724,0.987092009652567,0.00464976515761894,0.00825822518981372,6.51689887152778,6.52096134746699,0.230168995035131,1.23046875,0.01473973884202,2.33304079588308,2.64417723091274,3.42170772693006,2.44140625,0.385233992440624,0.925804278436968,0.0741168491014653,7.88724615668182e-05,1.73122450086806,1.74060550856088,0.180489620891547,0.99609375,-0.163179061787777,2.25379042078507,2.9523475842667,43.7489347733537,27.34375,0.555627338958281,0.177882837300554,0.487144652508567,0.33497251019088,0.316918674045139,0.317259595117978,0.0147055361027838,0.11474609375,0.75710845923587,3.97120051383322,5.4802988292148,33.9003698286843,24.658203125,0.751127609577517,0.474916209953848,0.309942559141386,0.215141230904766,0.201496988932292,0.202370591471928,0.0187855839870007,0.1397705078125,0.320799081402979,3.32072509956028,4.45084560808293,41.187169631067,27.587890625,0.877593637948832,0.367852679153473,0.34116047701065,0.290986843835877,0.238740776909722,0.240631818881168,0.0301117118554569,0.2581787109375,0.693127327118018,4.06375967519625,5.72332763573949,33.0157862634525,27.34375,0.744595616508269,0.298593828252163,0.548991271372115,0.152414900375722
55,9,3,0.14,1.5,0.5,1,-0.144357638888889,2.11642198224684,2.11172769443515,7.63916015625,-0.0079423350040239,1.57117121801696,1.86802870759554,13.4360678940762,12.6953125,0.25915954952885,0.988538362426731,0.00373089933370294,0.00773073823956586,8.42484375,8.42762333696225,0.216456253416755,0.947265625,-0.0213141826102683,1.84961052183517,2.2253098616766,3.53264294871586,1.46484375,0.312045887039065,0.917122683579347,0.0827865007882908,9.0815632362339e-05,1.81125705295139,1.82273116085216,0.204220569200069,1.30615234375,-0.166334501706011,2.87784740320443,3.24712765384734,48.8957392637682,31.25,0.580309535701274,0.199750898620812,0.365624262488043,0.434624838891145,0.36327880859375,0.363870278103773,0.0207408319516617,0.14892578125,0.551406705478275,3.37994937673056,4.45470501918034,42.6348940274998,27.099609375,0.847764382499101,0.387326582381737,0.319836338506317,0.292837079111946,0.217509901258681,0.218663596126431,0.0224348607067644,0.2056884765625,0.458271239863156,3.68049705076089,6.22316920996111,41.5762828605461,28.564453125,0.890926376603144,0.394565504017721,0.281168215096335,0.324266280885944,0.277601318359375,0.280589434262205,0.040844943385239,0.3082275390625,0.647181869906307,4.19933540662128,5.43998881444664,34.0194629860679,27.099609375,0.755198383862422,0.360634715833666,0.428404697919393,0.210960586246942
56,9,4,0.19,1.5,0.5,1,-0.150120442708333,2.41774546233001,2.41334855571139,8.759765625,-0.00848854026220159,1.56411230868667,1.85400420748646,13.7597040297015,13.18359375,0.256308741976894,0.989131226100349,0.00297420316354026,0.00789457073611097,9.62158854166667,9.6241342835043,0.22137193116936,0.908203125,-0.042512477468824,1.90892508802918,2.3610229506951,3.02107213764269,0.732421875,0.311828274879637,0.914532619273062,0.0853454822867607,0.000121898440177417,1.96146809895833,1.97516120488817,0.23219962003596,1.4453125,-0.0911785709293179,2.76934116260309,3.23880778712557,49.828371073056,73.73046875,0.570980042634399,0.290419337092214,0.200295604223407,0.50928505868438,0.337527940538194,0.337729306382621,0.0116620739508822,0.10986328125,0.379346173096399,3.73297436865227,5.53924033094637,47.2577106636419,34.912109375,0.890213903441734,0.309710833527662,0.342820528258278,0.34746863821406,0.234752739800347,0.236115189104923,0.0253313299495313,0.1727294921875,0.333438479978135,3.2600513277502,4.12889183474275,42.0487132748473,29.541015625,0.892337260807643,0.409436797786068,0.252861493972438,0.337701708241494,0.295947672526042,0.298543979601875,0.0392915506868582,0.28564453125,0.599601080588922,3.94685036128764,4.84684818927732,35.5801802075186,26.85546875,0.798835780735031,0.410062767531373,0.340619955079039,0.249317277389588
57,9,5,0.27,1.5,0.5,1,-0.136131184895833,2.71451384713314,2.71139953439093,9.6044921875,-0.00401921012918002,1.55434708772625,1.78829059548905,13.9490613522692,13.427734375,0.252727553836374,0.991104482046474,0.00232188042547939,0.00657363752804728,9.9951171875,9.9951171875,0,0,0.07255227383315,1.84118652634409,1.04312758084087,62.5,62.5,0.999999999999982,0.159844054580897,0.319688109161793,0.52046783625731,1.25071506076389,1.25787963582713,0.13407837222334,0.927734375,0.264106819258878,2.88614261602485,4.2600541340122,35.0583016434893,26.85546875,0.651185455789282,0.426523877579919,0.280303677364796,0.293172445055285,0.311582845052083,0.311855018785131,0.0130277061115877,0.125732421875,0.664233670170294,3.94796626674427,6.73777077423472,37.5051500889845,26.611328125,0.770871571376807,0.435176980836288,0.302545305873471,0.26227771329024,0.274461127387153,0.275938780072292,0.0285215826110901,0.2386474609375,0.404005031061749,3.27296641003463,5.57005666572608,48.9466815780988,50.048828125,0.85730563339476,0.337651798690143,0.229772148302466,0.432576053007392,0.321458062065972,0.323598647605255,0.0371632342131121,0.2630615234375,0.448019335289889,3.2193000148064,4.02788352634776,33.0309621364207,21.240234375,0.861290990020642,0.484510305971286,0.285505667441618,0.229984026587097
58,9,6,0.38,1.5,0.5,1,-0.138899739583333,2.92166893108285,2.91868964787106,10.439453125,-0.00857066499651584,1.55268680854067,1.82402038172165,14.1218572504127,13.671875,0.251607064897088,0.991714973119234,0.00229590052568779,0.00598912635507825,9.9951171875,9.9951171875,0,0,0.07255227383315,1.84118652634409,1.04312758084087,62.5,62.5,0.999999999999982,0.159844054580897,0.319688109161793,0.52046783625731,1.007861328125,1.01278130609574,0.099718237871501,0.6689453125,-0.0257313085248101,2.89777535733277,3.57569684979819,44.2379620511417,27.099609375,0.677012267312267,0.266484515444519,0.360404336899283,0.373111147656199,0.304652506510417,0.30490405057402,0.0123840386928619,0.09033203125,0.577564268727595,3.46234851186504,4.56723337475747,34.1875446535531,26.3671875,0.751154941543321,0.471957366938181,0.306279402116138,0.221763230945681,0.297907036675347,0.2997952262664,0.0335980065132849,0.269775390625,0.400172203671192,3.19749613758493,5.21546025095504,49.9205281388919,53.466796875,0.832397120502063,0.310354415871969,0.237505843989492,0.452139740138539,0.337401394314236,0.339965886181274,0.0416831979398506,0.301513671875,0.630426081434473,3.65459313675777,4.46345688441851,29.50835667558,16.845703125,0.774380512173728,0.521201330919219,0.276229311220983,0.202569357859798
59,9,7,0.47,1.5,0.5,1,-0.138026258680556,3.21189451453013,3.20928401719582,11.1572265625,-0.00881808039264472,1.54601936347824,1.75428713431987,14.4062063061011,13.916015625,0.251931641957465,0.991764749054763,0.00178884988458147,0.00644640106065543,9.9951171875,9.9951171875,0,0,0.07255227383315,1.84118652634409,1.04312758084087,62.5,62.5,0.999999999999982,0.159844054580897,0.319688109161793,0.52046783625731,0.927292209201389,0.930330532458609,0.0751352972517074,0.50048828125,-0.187097900924203,2.83470450141648,3.28895393026202,54.318594722841,72.265625,0.702727841301353,0.190147614138398,0.287886700905194,0.521965684956408,0.302679307725694,0.302929368201008,0.0123074145904551,0.09521484375,0.849282952586129,4.21036905019943,5.29857255675386,31.5681449261498,14.404296875,0.754960881866829,0.529708324328869,0.268335023450942,0.201956652220189,0.327206353081597,0.329497709355531,0.0387953274923057,0.283203125,0.316084822685142,2.95496096873357,4.32774646775619,52.2388256611559,63.4765625,0.787297211673145,0.286133069377183,0.206942523262599,0.506924407360218,0.364573838975694,0.368018845785752,0.0502428875978388,0.3253173828125,0.498003776122261,3.20947725094725,4.0434729119098,27.4688243200175,10.7421875,0.752347935035793,0.587562862240981,0.199046441764849,0.213390695994169
